tag-id,animal-id,animal-taxon,deploy-on-date,deploy-off-date,animal-death-comments,animal-life-stage,animal-taxon-detail,attachment-type,deployment-comments,deployment-end-type,deployment-id,duty-cycle,location-accuracy-comments,manipulation-comments,manipulation-type,study-site,tag-manufacturer-name,tag-mass,tag-model,tag-readout-method
91881,91881A,Larus fuscus,2009-08-19 00:00:00.000,,Egypt,adult,Larus fuscus fuscus,harness,,,91881-91881A,6 GPS fixes per day (if battery power permitted),GPS accuracy ca. 30 m,translocated to Kazan; OLFAC,manipulated-other,Russia,Microwave Telemetry Inc,30,PTT-100 Solar Argos/GPS PTT,satellite
91845,91845A,Larus fuscus,2009-08-19 00:00:00.000,,Ethiopia,adult,Larus fuscus fuscus,harness,,,91845-91845A,6 GPS fixes per day (if battery power permitted),GPS accuracy ca. 30 m,translocated to Kazan; OLFAC,manipulated-other,Russia,Microwave Telemetry Inc,30,PTT-100 Solar Argos/GPS PTT,satellite
91885,91885A,Larus fuscus,2009-08-19 00:00:00.000,,local dead,juv,Larus fuscus fuscus,harness,juvenile; not used in analysis,dead,91885-91885A,6 GPS fixes per day (if battery power permitted),GPS accuracy ca. 30 m,translocated to Kazan; juv,manipulated-other,Russia,Microwave Telemetry Inc,30,PTT-100 Solar Argos/GPS PTT,satellite
91828,91828A,Larus fuscus,2009-08-19 00:00:00.000,,local dead,adult,Larus fuscus fuscus,harness,,dead,91828-91828A,6 GPS fixes per day (if battery power permitted),GPS accuracy ca. 30 m,translocated to Kazan; OLFAC,manipulated-other,Russia,Microwave Telemetry Inc,30,PTT-100 Solar Argos/GPS PTT,satellite
91824,91824A,Larus fuscus,2009-08-19 00:00:00.000,,Victoria,adult,Larus fuscus fuscus,harness,,,91824-91824A,6 GPS fixes per day (if battery power permitted),GPS accuracy ca. 30 m,translocated to Kazan; control,manipulated-other,Russia,Microwave Telemetry Inc,30,PTT-100 Solar Argos/GPS PTT,satellite
91810,91810A,Larus fuscus,2009-08-19 00:00:00.000,,local dead,juv,Larus fuscus fuscus,harness,juvenile; not used in analysis,dead,91810-91810A,6 GPS fixes per day (if battery power permitted),GPS accuracy ca. 30 m,translocated to Kazan; juv,manipulated-other,Russia,Microwave Telemetry Inc,30,PTT-100 Solar Argos/GPS PTT,satellite
91876,91876A,Larus fuscus,2009-08-19 00:00:00.000,,local dead,adult,Larus fuscus fuscus,harness,,dead,91876-91876A,6 GPS fixes per day (if battery power permitted),GPS accuracy ca. 30 m,translocated to Kazan; OLFAC,manipulated-other,Russia,Microwave Telemetry Inc,30,PTT-100 Solar Argos/GPS PTT,satellite
91872,91872A,Larus fuscus,2009-08-19 00:00:00.000,,Ethiopia,adult,Larus fuscus fuscus,harness,,,91872-91872A,6 GPS fixes per day (if battery power permitted),GPS accuracy ca. 30 m,translocated to Kazan; TRIGEM,manipulated-other,Russia,Microwave Telemetry Inc,30,PTT-100 Solar Argos/GPS PTT,satellite
91930,91930A,Larus fuscus,2009-08-19 00:00:00.000,,local dead,adult,Larus fuscus fuscus,harness,,dead,91930-91930A,6 GPS fixes per day (if battery power permitted),GPS accuracy ca. 30 m,not translocated; control,none,Russia,Microwave Telemetry Inc,30,PTT-100 Solar Argos/GPS PTT,satellite
91865,91865A,Larus fuscus,2009-08-19 00:00:00.000,2010-01-31 00:00:00.000,local dead,adult,Larus fuscus fuscus,harness,,dead,91865-91865A,6 GPS fixes per day (if battery power permitted),GPS accuracy ca. 30 m,translocated to Kazan; control,manipulated-other,Russia,Microwave Telemetry Inc,30,PTT-100 Solar Argos/GPS PTT,satellite
91809,91809A,Larus fuscus,2009-08-19 00:00:00.000,,Egypt,adult,Larus fuscus fuscus,harness,,,91809-91809A,6 GPS fixes per day (if battery power permitted),GPS accuracy ca. 30 m,translocated to Kazan; control,manipulated-other,Russia,Microwave Telemetry Inc,30,PTT-100 Solar Argos/GPS PTT,satellite
91924,91924A,Larus fuscus,2009-08-19 00:00:00.000,,local dead,adult,Larus fuscus fuscus,harness,,dead,91924-91924A,6 GPS fixes per day (if battery power permitted),GPS accuracy ca. 30 m,translocated to Kazan; OLFAC,manipulated-other,Russia,Microwave Telemetry Inc,30,PTT-100 Solar Argos/GPS PTT,satellite
91861,91861A,Larus fuscus,2009-08-19 00:00:00.000,,Ethiopia,adult,Larus fuscus fuscus,harness,,,91861-91861A,6 GPS fixes per day (if battery power permitted),GPS accuracy ca. 30 m,translocated to Kazan; control,manipulated-other,Russia,Microwave Telemetry Inc,30,PTT-100 Solar Argos/GPS PTT,satellite
91843,91843A,Larus fuscus,2009-08-19 00:00:00.000,,local dead,adult,Larus fuscus fuscus,harness,,dead,91843-91843A,6 GPS fixes per day (if battery power permitted),GPS accuracy ca. 30 m,translocated to Kazan; TRIGEM,manipulated-other,Russia,Microwave Telemetry Inc,30,PTT-100 Solar Argos/GPS PTT,satellite
91786,91786A,Larus fuscus,2009-08-20 00:00:00.000,2009-12-31 00:00:00.000,local dead,adult,Larus fuscus fuscus,harness,,dead,91786-91786A,6 GPS fixes per day (if battery power permitted),GPS accuracy ca. 30 m,translocated to Kazan; control,manipulated-other,Russia,Microwave Telemetry Inc,30,PTT-100 Solar Argos/GPS PTT,satellite
91794,91794A,Larus fuscus,2009-08-20 00:00:00.000,,Ethiopia,adult,Larus fuscus fuscus,harness,,,91794-91794A,6 GPS fixes per day (if battery power permitted),GPS accuracy ca. 30 m,translocated to Kazan; OLFAC,manipulated-other,Russia,Microwave Telemetry Inc,30,PTT-100 Solar Argos/GPS PTT,satellite
91827,91827A,Larus fuscus,2009-08-20 00:00:00.000,,local dead,juv,Larus fuscus fuscus,harness,juvenile; not used in analysis,dead,91827-91827A,6 GPS fixes per day (if battery power permitted),GPS accuracy ca. 30 m,translocated to Kazan; juv,manipulated-other,Russia,Microwave Telemetry Inc,30,PTT-100 Solar Argos/GPS PTT,satellite
91789,91789A,Larus fuscus,2009-08-20 00:00:00.000,,Egypt,adult,Larus fuscus fuscus,harness,,,91789-91789A,6 GPS fixes per day (if battery power permitted),GPS accuracy ca. 30 m,translocated to Kazan; control,manipulated-other,Russia,Microwave Telemetry Inc,30,PTT-100 Solar Argos/GPS PTT,satellite
91799,91799A,Larus fuscus,2009-08-20 00:00:00.000,2009-12-31 00:00:00.000,Jordan,adult,Larus fuscus fuscus,harness,,,91799-91799A,6 GPS fixes per day (if battery power permitted),GPS accuracy ca. 30 m,translocated to Kazan; OLFAC,manipulated-other,Russia,Microwave Telemetry Inc,30,PTT-100 Solar Argos/GPS PTT,satellite
91825,91825A,Larus fuscus,2009-08-20 00:00:00.000,2009-12-31 00:00:00.000,local dead,adult,Larus fuscus fuscus,harness,,dead,91825-91825A,6 GPS fixes per day (if battery power permitted),GPS accuracy ca. 30 m,translocated to Kazan; TRIGEM,manipulated-other,Russia,Microwave Telemetry Inc,30,PTT-100 Solar Argos/GPS PTT,satellite
91811,91811A,Larus fuscus,2009-08-20 00:00:00.000,,Jemen,adult,Larus fuscus fuscus,harness,,,91811-91811A,6 GPS fixes per day (if battery power permitted),GPS accuracy ca. 30 m,translocated to Kazan; control,manipulated-other,Russia,Microwave Telemetry Inc,30,PTT-100 Solar Argos/GPS PTT,satellite
