52.0,2,0,0,0,0,0,0,0,0,0,0,0,0,10.781517398745008,0,0,0,0,3.8955555555555557,3.8955555555555557
42.0,2,0,13.974121996303142,12.742288892634416,0,0,9.468700683850605,0,0,0,0,16.245487364620935,0,0,0,0,3.296111111111111,0,0,0
42.0,2,0,0,12.614717170031703,0,0,0,0,12.374171372452738,0,0,0,13.92521643028182,13.13754453036754,0,0,3.3294444444444444,3.3941666666666666,3.196944444444444,3.196944444444444
16.0,2,0,0,0,0,0,0,0,0,0,0,0,0,9.84375,0,0,0,0,4.266666666666667,4.266666666666667
32.0,1,0,0,0,0,0,0,0,8.691653253621523,0,0,0,0,0,0,0,0,4.832222222222222,0,0
13.0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,12.040133779264215,0,0,0,0,0
27.0,1,0,0,9.837985555338667,0,0,0,0,0,0,0,0,0,0,0,0,4.269166666666667,0,0,0
32.0,2,0,0,0,0,0,0,0,0,0,0,0,0,9.80354016728263,0,0,0,0,4.284166666666667,4.284166666666667
32.0,1,0,0,0,0,0,0,0,0,0,0,0,0,6.980609418282548,0,0,0,0,6.016666666666667,6.016666666666667
37.0,1,0,0,0,0,0,0,0,0,0,0,0,0,8.422929084730656,0,0,0,0,4.9863888888888885,4.9863888888888885
37.0,2,0,0,0,0,0,0,0,0,0,0,0,0,9.514819709269396,0,0,0,0,4.4141666666666675,4.4141666666666675
37.0,2,0,0,0,6.617647058823529,0,0,0,0,7.643312101910828,0,0,0,0,0,0,0,0,0,0
47.0,2,0,0,0,0,0,0,0,8.285839544059623,0,0,0,0,0,0,0,0,5.068888888888889,0,0
52.0,2,0,0,9.888169511477338,0,0,0,0,0,0,0,0,0,0,0,0,4.2475000000000005,0,0,0
27.0,1,0,0,0,0,0,0,0,8.331955695156223,0,0,0,0,0,0,0,0,5.0408333333333335,0,0
47.0,2,0,0,0,0,0,0,0,0,0,0,0,0,12.44034885634359,0,0,0,0,3.3761111111111113,3.3761111111111113
32.0,1,0,0,10.71732350439467,0,0,0,0,0,0,0,0,0,0,0,0,3.9188888888888886,0,0,0
34.5,2,0,10.174053472097613,0,7.114624505928854,0,0,9.918005903574942,0,0,0,0,0,0,0,0,0,0,0,0
37.0,1,0,9.628120224146715,9.918656520598267,0,0,0,8.16679269741817,0,0,0,0,0,0,0,0,4.234444444444445,0,0,0
42.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.334914048606994,0,0,0,0
42.0,2,0,0,0,0,0,0,0,0,0,0,0,0,7.228570062628484,0,0,0,0,5.810277777777777,5.810277777777777
52.0,2,0,0,9.238101057004949,0,0,0,0,0,0,0,0,0,0,0,0,4.546388888888889,0,0,0
27.0,1,0,12.07282018524433,10.307451087327015,0,0,0,0,0,0,0,0,0,0,0,0,4.074722222222222,0,0,0
34.5,1,0,0,0,0,10.572687224669604,0,9.963099630996311,7.0611310885910425,0,0,0,9.837345478204293,0,0,8.366256100395072,0,5.948055555555555,0,0
42.0,2,0,0,0,0,0,0,0,0,0,0,0,0,9.512425290972004,0,0,0,0,4.415277777777778,4.415277777777778
52.0,1,0,0,0,0,0,11.124845488257106,0,0,0,10.98677517802645,0,0,8.70967741935484,0,11.475932419509085,0,0,4.822222222222222,4.822222222222222
47.0,2,0,0,0,0,0,0,0,0,0,0,0,0,7.268182473681681,0,0,0,0,5.778611111111111,5.778611111111111
47.0,2,0,0,0,0,0,0,0,0,0,0,0,0,10.890233362143475,0,0,0,0,3.856666666666667,3.856666666666667
42.0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
47.0,2,0,0,0,0,0,0,0,9.401815694565352,0,0,0,0,0,0,0,0,4.467222222222222,0,0
32.0,1,0,0,0,0,0,0,0,0,0,0,0,6.395398020472041,0,0,0,0,0,0,0
